iso,filename,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,Corpus,H_scaled
hot,hot-x-bible.csv,7.9697919381,7.9968424701,8.0683227641,8.1593474479,7.969901648,7.9940584099,8.0348501336,8.0198788264,7.9780811693,PBC,-1.0234853058
zpi,zpi-x-bible.csv,7.9758295022,8.0229623492,8.1662717612,8.3369845959,7.9759531775,8.0032482602,8.1198580512,8.0791024963,7.9813738326,PBC,-1.0206386177
kxm,kxm-x-bible.csv,7.97119261,7.9960358187,8.060767871,8.1437203996,7.9713010763,7.9951686274,8.0300047538,8.0164375486,7.9824645013,PBC,-1.0196956748
poe,poe-x-bible.csv,7.9794176461,8.0430260704,8.2482315769,8.483680804,7.979548597,8.0084755193,8.2001633772,8.1294618072,7.9853090923,PBC,-1.0172363698
ood,ood-x-bible.csv,7.9772944667,8.0243263251,8.1702734487,8.3430282721,7.9774201595,8.0051565292,8.1280801983,8.082760101,7.9854352224,PBC,-1.0171273234
tzo,tzo-x-bible-chamula.csv,7.9833376647,8.0541884182,8.2815316192,8.5406855002,7.9834685983,8.0124035238,8.233437764,8.1499263534,7.9865217434,PBC,-1.0161879664
knk,knk-x-bible.csv,7.9782265828,8.0245948014,8.1694663568,8.3406434917,7.9783529463,8.0062329471,8.1275011618,8.0830160532,7.9866784478,PBC,-1.0160524869
mxb,mxb-x-bible.csv,7.97843836,8.0096294268,8.0978656969,8.2072384307,7.978554247,8.0040805694,8.0633355579,8.0410254102,7.9888366369,PBC,-1.014186614
vag,vag-x-bible.csv,7.9817732814,8.0200912616,8.1344801397,8.2728244532,7.9818945991,8.0086421566,8.0966923058,8.063742453,7.9912070201,PBC,-1.0121372877
tsn,tsn-x-bible-1908.csv,7.9854413903,8.0458758855,8.2398767585,8.4637221729,7.9855715336,8.0143163869,8.1956933902,8.1269775437,7.9930473547,PBC,-1.0105462174
bps,bps-x-bible.csv,7.9889968431,8.0428093681,8.2099404461,8.4062082275,7.989123114,8.017004071,8.1625229403,8.1101077575,7.9945989814,PBC,-1.009204751
cak,cak-x-bible-southern.csv,7.9968138113,8.0586188668,8.2560099393,8.4835613254,7.9969436016,8.0256116397,8.21087603,8.1409077881,8.0009725428,PBC,-1.0036944575
msm,msm-x-bible.csv,7.9966019976,8.0633554971,8.2786643947,8.5248292669,7.9967331651,8.0257132282,8.235486085,8.1542282006,8.001027059,PBC,-1.0036473253
ixl,ixl-x-bible-nebaj.csv,7.996440801,8.0449442083,8.1945561143,8.3715984835,7.9965660382,8.024205702,8.1499904533,8.1045716895,8.0032974506,PBC,-1.0016844472
yam,yam-x-bible.csv,7.9945312656,8.0253328047,8.1117468706,8.219080096,7.9946464645,8.0200165989,8.0765390246,8.0557939177,8.0048438447,PBC,-1.0003475046
med,med-x-bible.csv,7.9955908364,8.0274455429,8.1167849299,8.2277413545,7.9957059962,8.0210775746,8.0829610721,8.0589013351,8.0052208761,PBC,-1.0000215403
mcu,mcu-x-bible.csv,7.9955053001,8.0246621669,8.1051253092,8.2058414748,7.9956188907,8.0206314214,8.0719448976,8.0523440313,8.0060816255,PBC,-0.9992773752
mwm,mwm-x-bible-2010.csv,8.0039760933,8.0454391488,8.1701302362,8.3199919395,8.0040983668,8.0310659766,8.1299229332,8.0935601391,8.0129411471,PBC,-0.9933469424
prf,prf-x-bible-2012.csv,8.011460218,8.07257278,8.2664739203,8.4906638541,8.011589259,8.0400919121,8.2205849698,8.1528351728,8.0174134927,PBC,-0.9894803543
jic,jic-x-bible.csv,8.0109089078,8.0422442441,8.1289909594,8.2372418891,8.0110228853,8.0361338287,8.0924584881,8.0722511368,8.0215171837,PBC,-0.9859324883
maw,maw-x-bible.csv,8.0143079387,8.0556411517,8.1776008099,8.3251235039,8.0144283642,8.0409922645,8.1350418037,8.1016755195,8.0223328628,PBC,-0.985227289
ifu,ifu-x-bible.csv,8.019925146,8.0810954157,8.2767430011,8.5023231355,8.0200550433,8.0487453257,8.2316026667,8.1627469753,8.0264799256,PBC,-0.9816419256
sgz,sgz-x-bible.csv,8.0228153854,8.0487406153,8.1154169776,8.2010556603,8.0229229099,8.0465905691,8.0833737628,8.0693792427,8.0326120543,PBC,-0.9763403639
sps,sps-x-bible.csv,8.0281617708,8.0547939213,8.1244346908,8.2132595348,8.028270745,8.0522555817,8.0910542315,8.0769659832,8.038491651,PBC,-0.97125713
okv,okv-x-bible.csv,8.0359877041,8.0772055014,8.2000482751,8.3480180152,8.03610916,8.0628947412,8.1596939808,8.1241861915,8.0448513103,PBC,-0.9657588556
tpm,tpm-x-bible.csv,8.0403332952,8.080829745,8.2023750112,8.348508473,8.0404554135,8.0673815849,8.1633521645,8.1276916648,8.0510780689,PBC,-0.9603754812
xsi,xsi-x-bible.csv,8.0389573511,8.0673207356,8.1441582878,8.2408894759,8.0390693679,8.0637301318,8.1116441788,8.0931173825,8.0518072277,PBC,-0.9597450834
pmf,pmf-x-bible-taa.csv,8.0432144799,8.0852546134,8.2096041613,8.3596876971,8.0433352304,8.0699711047,8.1672677432,8.13239365,8.0519596603,PBC,-0.9596132971
xbi,xbi-x-bible-wampukuamp.csv,8.0433248509,8.0782380709,8.1777972794,8.3001839608,8.0434418194,8.0692182735,8.1403985779,8.1142241689,8.0521191515,PBC,-0.9594754082
iry,iry-x-bible.csv,8.0452974785,8.1032649652,8.2871422664,8.5002299044,8.0454263672,8.0738863755,8.2401957765,8.1793303752,8.0524315131,PBC,-0.9592053544
tbl,tbl-x-bible.csv,8.0464642811,8.09420306,8.239063728,8.4114106213,8.0465878831,8.0738661898,8.1961209033,8.1509470272,8.0548264157,PBC,-0.9571348297
hil,hil-x-bible.csv,8.0490073713,8.1117213247,8.3099168049,8.5387437803,8.0491361876,8.0775908984,8.2627315257,8.1936236194,8.0551964878,PBC,-0.9568148821
nso,nso-x-bible-neworthography.csv,8.0503721069,8.1150481256,8.3191748126,8.5544351909,8.0505009304,8.0789607589,8.2712880666,8.1994013097,8.0568154332,PBC,-0.955415215
kkj,kkj-x-bible.csv,8.0507347981,8.0832531443,8.1738291823,8.286299932,8.0508495122,8.0761216601,8.1376831485,8.1149613122,8.0610976133,PBC,-0.9517130353
kpw,kpw-x-bible.csv,8.052316104,8.0826848346,8.1655942358,8.2694615126,8.0524289257,8.0772767001,8.1302284627,8.1108800137,8.063411914,PBC,-0.9497121954
nso,nso-x-bible-2000.csv,8.0582112213,8.120535647,8.315988643,8.5423257845,8.0583392008,8.0866099404,8.2694945092,8.2006477397,8.0649617126,PBC,-0.9483723095
tsn,tsn-x-bible-1970.csv,8.0591476955,8.1216452447,8.3185921252,8.5462697159,8.0592761836,8.087658923,8.2755860312,8.202771847,8.0667487317,PBC,-0.9468273334
ong,ong-x-bible.csv,8.0585240284,8.0972892442,8.2090736277,8.3454567314,8.0586422498,8.0847102394,8.1674890368,8.1383604234,8.0668568667,PBC,-0.9467338448
cak,cak-x-bible-santamaria.csv,8.0632661426,8.1246672435,8.3154756098,8.5371444715,8.063393182,8.0914543223,8.2654610945,8.2021767613,8.0671191008,PBC,-0.946507129
yal,yal-x-bible.csv,8.0624990613,8.1062992827,8.2333565118,8.3873676708,8.0626180936,8.088884197,8.1887854643,8.1534325645,8.0694596999,PBC,-0.9444835527
stn,stn-x-bible.csv,8.0665378346,8.1050433652,8.218743329,8.3563542074,8.0666583107,8.0932155224,8.1801538761,8.1480555844,8.0762741075,PBC,-0.9385921235
hat,hat-x-bible-1985.csv,8.0673573154,8.1031794333,8.2051617676,8.3304242031,8.067474218,8.0932395196,8.1655746368,8.1400114354,8.0775417958,PBC,-0.9374961374
cak,cak-x-bible-yepocapa.csv,8.074673585,8.1429851952,8.3599771157,8.6082113151,8.074803456,8.1034968519,8.3124223112,8.2336088027,8.0787112189,PBC,-0.9364851069
acr,acr-x-bible-cubulcu.csv,8.0722902383,8.1091510966,8.2140509665,8.3428254884,8.0724071341,8.098177418,8.1758979729,8.1470213659,8.0794850926,PBC,-0.9358160507
poh,poh-x-bible-western.csv,8.0749790644,8.1258484915,8.2826066822,8.4673287707,8.0751045085,8.1027919749,8.2402947103,8.1885244442,8.0833263739,PBC,-0.9324950522
tee,tee-x-bible.csv,8.082631592,8.180374181,8.5016357405,8.8528987115,8.0827675422,8.112830176,8.4693361585,8.3218855009,8.0853151594,PBC,-0.9307756381
acn,acn-x-bible.csv,8.0745458931,8.1024908961,8.1755573209,8.2685755078,8.0746549679,8.0986690171,8.1407868093,8.1257992597,8.0857911315,PBC,-0.9303641341
kao,kao-x-bible.csv,8.0761823187,8.1202566522,8.2523187755,8.4105424104,8.0763045176,8.1032616617,8.2115612311,8.1712124244,8.0864119726,PBC,-0.9298273829
kus,kus-x-bible.csv,8.0853437321,8.1293459308,8.2584742533,8.4141268476,8.0854639873,8.1119938954,8.2151955154,8.1780373293,8.0921482877,PBC,-0.9248680238
maz,maz-x-bible.csv,8.0820525212,8.1321140392,8.2862846875,8.4681720708,8.082177837,8.1098352242,8.2445871235,8.1936724843,8.0922684257,PBC,-0.9247641579
sua,sua-x-bible.csv,8.0810411178,8.1102989732,8.1880118382,8.2862974993,8.0811515743,8.1054753182,8.1551544246,8.1357134508,8.0925607491,PBC,-0.9245114282
tzh,tzh-x-bible-oxchuc.csv,8.0909495218,8.1596939405,8.3749590723,8.622217021,8.0910779344,8.1194518698,8.3281069516,8.2483560076,8.0951142505,PBC,-0.9223037862
hat,hat-x-bible-1999.csv,8.0868707489,8.1237027533,8.2287382369,8.3574885497,8.0869878975,8.11281042,8.1888211629,8.1617708584,8.0970617222,PBC,-0.9206200901
gbi,gbi-x-bible.csv,8.0917220534,8.1588217997,8.3727108389,8.6174254104,8.0918522062,8.1206053976,8.3283206638,8.2483963752,8.0977648416,PBC,-0.9200122048
mnx,mnx-x-bible.csv,8.0915591103,8.1362393757,8.2698599815,8.4298544456,8.0916812078,8.1186166752,8.2270961326,8.1877482807,8.1016069658,PBC,-0.9166904776
quc,quc-x-bible-1995.csv,8.0985988487,8.1571145595,8.3381048723,8.5491255013,8.0987252866,8.1266466318,8.2920105594,8.2302432845,8.1027841991,PBC,-0.9156726948
tzh,tzh-x-bible-bachajon.csv,8.1079151193,8.1739616983,8.3792029593,8.616163481,8.1080425712,8.1362007004,8.3299851654,8.2577187897,8.1126139224,PBC,-0.9071743597
mps,mps-x-bible.csv,8.1074178309,8.1563251928,8.3029348206,8.4774053972,8.1075405032,8.1346128896,8.2578921498,8.2132241736,8.1129989341,PBC,-0.906841496
atg,atg-x-bible.csv,8.1040488554,8.1343454513,8.214891124,8.316563559,8.1041594865,8.1285256494,8.1801066704,8.1607696049,8.1146590494,PBC,-0.9054062352
spp,spp-x-bible.csv,8.1067907372,8.149624353,8.2754402003,8.4271863242,8.10691103,8.1334442279,8.2349271758,8.1971066707,8.1165774213,PBC,-0.9037476975
hif,hif-x-bible.csv,8.1094666162,8.1496456731,8.2627121047,8.4014380935,8.1095827491,8.1351979988,8.2188019007,8.1900251019,8.1167483609,PBC,-0.9035999108
dje,dje-x-bible.csv,8.1069269838,8.1431386293,8.2444144007,8.3694323124,8.1070423264,8.1324683622,8.2056976686,8.1789202727,8.1175121028,PBC,-0.902939614
gui,gui-x-bible.csv,8.1096448392,8.1543106777,8.2854648179,8.4433801415,8.1097652063,8.1363214548,8.243996137,8.203840185,8.1179752054,PBC,-0.9025392364
kqc,kqc-x-bible.csv,8.1111876126,8.140748434,8.217924241,8.3160279598,8.1112966683,8.1353163294,8.184462596,8.1653577503,8.1217194056,PBC,-0.8993021699
nhu,nhu-x-bible.csv,8.1127280575,8.1518828009,8.2630769441,8.3992327556,8.1128449577,8.1386238499,8.2242576223,8.1920352665,8.1219867991,PBC,-0.8990709936
csy,csy-x-bible.csv,8.1177371813,8.1647690397,8.3029558942,8.4688358121,8.1178577835,8.1444721371,8.2585283426,8.2171013233,8.124381351,PBC,-0.8970007721
agn,agn-x-bible.csv,8.1235934713,8.1870431992,8.383665358,8.6114799369,8.1237204655,8.1517732791,8.3371112538,8.2669346651,8.1295820909,PBC,-0.8925044471
zpv,zpv-x-bible.csv,8.122817612,8.1791981342,8.3542243431,8.5583870232,8.1229443259,8.1509198795,8.3074936555,8.2501532669,8.1307842619,PBC,-0.8914651043
poh,poh-x-bible-eastern.csv,8.1298315423,8.1943921454,8.3945611587,8.6260159128,8.129958723,8.1580531244,8.3449453651,8.2759004109,8.1346038064,PBC,-0.8881628986
gnw,gnw-x-bible.csv,8.1309591719,8.17747166,8.3142831203,8.478513248,8.1310798568,8.1577103873,8.271827408,8.2293454915,8.1390793304,PBC,-0.8842935625
kwj,kwj-x-bible.csv,8.1279637971,8.1654161603,8.2736066835,8.4054528026,8.1280822381,8.1541870082,8.236287525,8.2053372184,8.1405891904,PBC,-0.8829882057
gur,gur-x-bible-frafra.csv,8.1369114495,8.1843472624,8.3230117824,8.4895495901,8.1370316496,8.1635573611,8.2757422447,8.2366176737,8.1433275005,PBC,-0.8806207864
tzo,tzo-x-bible-huixtan.csv,8.1414258661,8.2130701019,8.4331159412,8.6862632508,8.141552618,8.1695637378,8.3834187046,8.3022737787,8.1441089344,PBC,-0.8799451939
tna,tna-x-bible.csv,8.1365290511,8.1836474711,8.3262024746,8.4955149363,8.1366525726,8.1639031734,8.2847428194,8.2395482461,8.1460397492,PBC,-0.8782758986
tfr,tfr-x-bible.csv,8.1380215445,8.1745650099,8.2759245258,8.4012544814,8.1381362132,8.1634148753,8.2387217008,8.2100347987,8.1466015376,PBC,-0.8777902017
ade,ade-x-bible.csv,8.1403479873,8.1727797718,8.2611927833,8.3714517031,8.1404610014,8.1653532716,8.2263857917,8.2029799415,8.1503670679,PBC,-0.8745346941
obo,obo-x-bible-2011.csv,8.1434150217,8.1850656275,8.304062127,8.4489755528,8.1435326921,8.1694870051,8.2622925962,8.2284986286,8.1518213459,PBC,-0.873277391
miz,miz-x-bible.csv,8.1490500375,8.1944949313,8.3276198791,8.4876433985,8.1491703485,8.1757128209,8.2844794835,8.2447748358,8.1562556707,PBC,-0.869443674
miq,miq-x-bible.csv,8.1487098206,8.1839260065,8.278566125,8.3969302588,8.1488216901,8.1734818599,8.2383975837,8.2156195117,8.156858617,PBC,-0.8689223938
krj,krj-x-bible.csv,8.1552832105,8.2184588263,8.4132336781,8.6391828582,8.1554097195,8.1833543003,8.3670728276,8.2972435548,8.1617897339,PBC,-0.8646591727
gkn,gkn-x-bible.csv,8.1529375095,8.1977620445,8.3311867562,8.4908247999,8.1530593199,8.1799271972,8.289818458,8.2490851266,8.1631351516,PBC,-0.8634959853
ctu,ctu-x-bible-tumbala.csv,8.1600032967,8.2084345692,8.349809866,8.519457243,8.1601234426,8.1866397853,8.3028313429,8.2616954739,8.1677193213,PBC,-0.8595327191
sot,sot-x-bible-southern1961.csv,8.1610051843,8.2226659704,8.4100886052,8.6289061315,8.1611301453,8.1887325808,8.3622355525,8.2972509413,8.1682256836,PBC,-0.8590949411
eng,eng-x-bible-diaglot.csv,8.1673354924,8.2211624444,8.3810838063,8.5707467644,8.1674576932,8.1944378727,8.3340819592,8.2829031881,8.173457582,PBC,-0.8545716779
tik,tik-x-bible.csv,8.1709766603,8.2082126193,8.3131596488,8.4419650097,8.1710929111,8.1967155224,8.2749999261,8.2458224337,8.1827840592,PBC,-0.8465084266
cak,cak-x-bible-central2003.csv,8.1806752753,8.2580037295,8.5018947093,8.7778906523,8.1808053099,8.2095428779,8.456055416,8.3601767644,8.1847696454,PBC,-0.8447917784
cso,cso-x-bible.csv,8.1789478009,8.2284610947,8.3745065271,8.5488643221,8.1790690474,8.2058281834,8.3293605919,8.2842424947,8.1867907656,PBC,-0.8430444091
stp,stp-x-bible.csv,8.1766600528,8.2164063012,8.3304171009,8.4691530169,8.1767780792,8.2027987247,8.2916939068,8.2582651174,8.1877160984,PBC,-0.8422444082
yml,yml-x-bible.csv,8.1834273039,8.2376726375,8.399999401,8.5917857421,8.1835503096,8.2107055911,8.3535745392,8.3009606112,8.1890846658,PBC,-0.8410612066
mbl,mbl-x-bible.csv,8.178577881,8.2129284499,8.3072867198,8.4243880217,8.1786916927,8.2037673059,8.2724181985,8.245564598,8.1909067009,PBC,-0.8394859572
ceb,ceb-x-bible-bugna2009.csv,8.1873293371,8.2658840821,8.5129249903,8.7923685667,8.187459157,8.2161511955,8.4656575796,8.3691660418,8.1920657455,PBC,-0.8384838996
hlt,hlt-x-bible.csv,8.1848056436,8.2261965644,8.3432918478,8.4862190834,8.1849224812,8.2106907166,8.3012220842,8.2684808104,8.1942132262,PBC,-0.8366272847
yle,yle-x-bible.csv,8.1852211271,8.2153301726,8.2920382141,8.390055251,8.185328382,8.2089505447,8.2566281054,8.2389776931,8.1949812404,PBC,-0.8359632943
hus,hus-x-bible-sanluispotosi.csv,8.1877052774,8.2384160081,8.3888614308,8.5678513119,8.1878271811,8.2147328517,8.3439308114,8.2963334683,8.1968480033,PBC,-0.8343493754
gvf,gvf-x-bible.csv,8.1885024958,8.2220595824,8.3119616722,8.4245379525,8.188614108,8.2132054647,8.2737457626,8.252072714,8.2004195081,PBC,-0.8312616135
pbi,pbi-x-bible.csv,8.1899718709,8.2293862994,8.3398967539,8.4754087795,8.1900878087,8.2156505296,8.2978790061,8.2688071032,8.2007033193,PBC,-0.8310162432
chf,chf-x-bible.csv,8.1979851439,8.2523026122,8.4132093949,8.6039199986,8.1981071741,8.2250488598,8.3650938064,8.3143339016,8.2038187796,PBC,-0.8283227568
war,war-x-bible.csv,8.1994540744,8.2664672591,8.4732800957,8.7117815233,8.1995810615,8.2276349418,8.4282375846,8.3505827453,8.2063691268,PBC,-0.8261178417
xbi,xbi-x-bible-yanimoi.csv,8.1982824001,8.2371053237,8.3449897364,8.4777015204,8.1983975287,8.2237800401,8.3042213291,8.2751501586,8.2076053998,PBC,-0.8250490159
cnh,cnh-x-bible.csv,8.2061150197,8.2582540185,8.4103312176,8.591945857,8.2062354072,8.2328123289,8.3628459326,8.3157368363,8.2134807161,PBC,-0.8199694826
jbu,jbu-x-bible.csv,8.2034085397,8.2414668348,8.3472385947,8.4774489596,8.2035236309,8.2288948486,8.3081422942,8.2787519333,8.2146088971,PBC,-0.8189941082
toj,toj-x-bible.csv,8.2113992796,8.2703622259,8.4463345328,8.6531977238,8.2115224025,8.2387123697,8.3966425437,8.3390691361,8.2157390247,PBC,-0.8180170509
yss,yss-x-bible-yawu.csv,8.2053194194,8.2410549756,8.3393193179,8.4609079487,8.2054334907,8.2305687948,8.3014114944,8.2751916666,8.2163474827,PBC,-0.8174910056
zam,zam-x-bible.csv,8.2092652026,8.251637156,8.3707671689,8.5161819919,8.2093816073,8.235056274,8.3289301801,8.2944140065,8.2179757461,PBC,-0.8160832825
eng,eng-x-bible-worldwide.csv,8.2083129951,8.2382633441,8.3131753231,8.4095249244,8.2084187588,8.2317157961,8.2769310437,8.2606476562,8.2188104362,PBC,-0.8153616472
lcm,lcm-x-bible.csv,8.2096448131,8.2390902189,8.314201133,8.4100982425,8.2097522026,8.2333961014,8.2807113512,8.2623271771,8.2208067885,PBC,-0.8136356911
ceb,ceb-x-bible-bugna.csv,8.218540633,8.301740856,8.5635203998,8.8577409947,8.2186709394,8.2474739271,8.5161455048,8.4117409525,8.2232693178,PBC,-0.8115066994
gng,gng-x-bible-2011.csv,8.2169963869,8.262051753,8.3906701108,8.5464696046,8.2171143365,8.2431364852,8.3457318248,8.3092083396,8.2264401101,PBC,-0.8087653755
yss,yss-x-bible-mayo.csv,8.21754253,8.2559903528,8.3633271093,8.4951168577,8.217658103,8.2431339151,8.3226089551,8.2941081918,8.228799574,PBC,-0.8067254895
ceb,ceb-x-bible-pinadayag.csv,8.2272094894,8.3089670174,8.5649959486,8.8536106595,8.2273392035,8.2560100853,8.5177314653,8.4159683152,8.2319684976,PBC,-0.8039857812
adj,adj-x-bible.csv,8.2238813724,8.2671045158,8.3897284825,8.5387857663,8.223998671,8.2498710797,8.3482985214,8.3116914329,8.2330148277,PBC,-0.8030811714
sot,sot-x-bible-southern1989.csv,8.2319456633,8.2956550763,8.4861817412,8.7088981392,8.2320692891,8.2593793335,8.4381583988,8.3704409984,8.2390769349,PBC,-0.7978401471
lia,lia-x-bible.csv,8.2335047025,8.279036158,8.4078517198,8.5642204849,8.2336218804,8.2594759703,8.3618013812,8.3257782908,8.2419214306,PBC,-0.7953809245
abt,abt-x-bible-maprik.csv,8.2316939176,8.270863088,8.3802481776,8.5144684966,8.2318095385,8.2572999537,8.342393689,8.3097298674,8.2433784594,PBC,-0.7941212432
cco,cco-x-bible.csv,8.2371880287,8.3021381594,8.5004738912,8.7301455265,8.2373139202,8.2651208318,8.4528120244,8.3819749353,8.2439824978,PBC,-0.7935990189
kmh,kmh-x-bible-kalam.csv,8.2346798592,8.2720168069,8.3738876136,8.5000342744,8.2347933477,8.2598087698,8.3344886185,8.3070829024,8.2451622885,PBC,-0.7925790251
sgb,sgb-x-bible.csv,8.2386917366,8.294148934,8.4581183638,8.652092893,8.238813751,8.2657520807,8.4115153373,8.3573908822,8.2455158997,PBC,-0.7922733088
mfe,mfe-x-bible-2009.csv,8.2367510682,8.2786613592,8.3936789895,8.5352759823,8.2368652775,8.2620586683,8.3502812923,8.3186501576,8.2463283543,PBC,-0.7915708972
srq,srq-x-bible.csv,8.2375817195,8.2836758261,8.4160646238,8.5758622242,8.2377003295,8.2638692893,8.3730311952,8.3326505126,8.2480357491,PBC,-0.7900947607
tzo,tzo-x-bible-chamula2000.csv,8.2464219622,8.3216585086,8.54906532,8.8102550659,8.2465475718,8.2743081597,8.4969171737,8.4128924558,8.2497825244,PBC,-0.7885845777
ztq,ztq-x-bible.csv,8.2648022757,8.3162632078,8.463062308,8.6394906999,8.2649206552,8.2910524504,8.4147950547,8.37039708,8.2720003653,PBC,-0.7693760352
iba,iba-x-bible.csv,8.2638634104,8.2987044957,8.3877736286,8.5008840397,8.263971203,8.287735076,8.3498525598,8.3264373211,8.2746125119,PBC,-0.7671176912
hus,hus-x-bible-veracruz.csv,8.2789689502,8.3274146497,8.4662365714,8.6332787612,8.2790875947,8.3052679988,8.4199203155,8.3788183263,8.2896683825,PBC,-0.754101065
mau,mau-x-bible.csv,8.2801642372,8.3212954728,8.4346992521,8.573905383,8.2802789629,8.3055767119,8.3939024731,8.3610879722,8.2897205346,PBC,-0.7540559767
ctd,ctd-x-bible.csv,8.2893904884,8.3499836801,8.5287280472,8.7389105758,8.289512713,8.316505882,8.4802435844,8.4191171988,8.2959251063,PBC,-0.748691784
mbf,mbf-x-bible.csv,8.2869828217,8.3302925268,8.4485521557,8.5940044888,8.2870967477,8.3122302156,8.4030812026,8.3712487743,8.2968655271,PBC,-0.7478787386
mto,mto-x-bible.csv,8.2954194649,8.3942152213,8.7050962874,9.0476650598,8.2955511516,8.3246702336,8.6710602617,8.5266665526,8.300159728,PBC,-0.7450307212
kyz,kyz-x-bible.csv,8.2984735869,8.3692233517,8.5841202025,8.8313899437,8.298599481,8.3264138144,8.5365455265,8.4557921623,8.3041259393,PBC,-0.741601714
ata,ata-x-bible.csv,8.3048773414,8.3699284608,8.5657908414,8.793245146,8.3050019504,8.3325248249,8.5159094411,8.4477690191,8.3138370738,PBC,-0.7332059054
fal,fal-x-bible.csv,8.3038614308,8.3519176026,8.4888821983,8.653956931,8.3039795892,8.3300512504,8.4424207083,8.4023281047,8.3145645961,PBC,-0.7325769224
blh,blh-x-bible.csv,8.305780046,8.3398997837,8.427359848,8.538112094,8.3058882009,8.3297195433,8.3901181129,8.3673700424,8.3172772781,PBC,-0.73023166
bcw,bcw-x-bible.csv,8.3065589317,8.355639417,8.4975367104,8.6675084081,8.3066785128,8.3330637732,8.4530121216,8.4088478903,8.3184208972,PBC,-0.7292429386
neb,neb-x-bible.csv,8.311251199,8.3678769794,8.5353824833,8.7327854797,8.3113735171,8.3383762054,8.486110086,8.4327949071,8.3207849528,PBC,-0.7271990828
bth,bth-x-bible.csv,8.3123170296,8.3464367673,8.4317843896,8.5408525105,8.3124231598,8.3358152306,8.3915091738,8.3721473911,8.3230087102,PBC,-0.7252765225
