lang	nativeCountryArea	complexity	logpop2	lat	lon	missing	propPresent	complexityCentered
Mixtec (Silacayoapan)	North America	0	4.27224	17.50	-98.17	22	0.08333	0.00000
Mohawk	North America	0	3.52504	43.50	-74.25	17	0.29167	0.00000
Mojave	North America	0	1.81291	34.67	-114.58	22	0.08333	0.00000
Mono (in United States)	North America	0	1.69897	38.00	-119.00	19	0.20833	0.00000
Mutsun	North America	0	1.69897	36.83	-121.50	19	0.20833	0.00000
Nahuatl (Mecayapan Isthmus)	North America	0	4.30103	18.25	-94.83	22	0.08333	0.00000
Nahuatl (Michoacan)	North America	0	3.47712	18.50	-103.00	19	0.20833	0.00000
Nahuatl (North Puebla)	North America	0	4.77815	20.00	-98.25	20	0.16667	0.00000
Nisenan	North America	0	1.69897	39.00	-121.00	20	0.16667	0.00000
O'odham	North America	0	4.07258	32.00	-112.00	14	0.41667	0.00000
Ocuilteco	North America	0	1.69897	18.92	-99.67	18	0.25000	0.00000
Okanagan	North America	0	2.70927	49.50	-118.50	22	0.08333	0.00000
Omaha	North America	0	1.92942	42.00	-97.25	20	0.16667	0.00000
Otomí (Ixtenco)	North America	0	2.86688	19.08	-97.92	22	0.08333	0.00000
Pame	North America	0	3.63849	22.00	-99.50	22	0.08333	0.00000
Pawnee	North America	0	1.69897	41.00	-98.67	19	0.20833	0.00000
Pomo (Eastern)	North America	0	1.69897	39.00	-122.67	18	0.25000	0.00000
Pomo (Northern)	North America	0	1.69897	39.33	-123.50	22	0.08333	0.00000
Potawatomi	North America	0	1.69897	44.50	-85.00	22	0.08333	0.00000
Quechan	North America	0	2.17609	32.83	-114.33	22	0.08333	0.00000
Sahaptin (Northern)	North America	0	3.47712	46.50	-120.00	20	0.16667	0.00000
Sahaptin (Umatilla)	North America	0	1.69897	45.67	-118.50	22	0.08333	0.00000
Seminole	North America	0	3.63347	33.00	-84.00	19	0.20833	0.00000
Serrano	North America	0	1.69897	34.50	-117.00	22	0.08333	0.00000
Shoshone	North America	0	3.35870	41.00	-114.00	22	0.08333	0.00000
Tanacross	North America	0	1.69897	63.50	-143.50	19	0.20833	0.00000
Tepehuan (Southeastern)	North America	0	3.99726	23.00	-104.50	20	0.16667	0.00000
Tewa (Arizona)	North America	0	3.11327	35.83	-110.42	22	0.08333	0.00000
Tiwa (Northern)	North America	0	2.96708	36.50	-105.50	18	0.25000	0.00000
Tutelo	North America	0	1.69897	37.67	-78.75	19	0.20833	0.00000
Tzotzil	North America	0	5.11394	16.50	-92.67	17	0.29167	0.00000
Washo	North America	0	1.69897	39.25	-120.00	15	0.37500	0.00000
Wyandot	North America	0	1.69897	44.33	-77.50	21	0.12500	0.00000
Yupik (Siberian)	North America	0	3.13033	65.00	-173.00	21	0.12500	0.00000
Zapotec (Mitla)	North America	0	4.29003	16.80	-96.25	20	0.16667	0.00000
Achagua	South America	0	2.60206	4.42	-72.25	21	0.12500	0.00000
Achuar	South America	0	3.69897	-3.00	-76.00	19	0.20833	0.00000
Andoke	South America	0	2.79169	-0.67	-72.00	21	0.12500	0.00000
Asuriní	South America	0	2.28103	-3.50	-49.50	22	0.08333	0.00000
Atacameño	South America	0	1.69897	-23.00	-69.00	22	0.08333	0.00000
Ayoreo	South America	0	3.57646	-20.25	-59.25	21	0.12500	0.00000
Baré	South America	0	1.69897	-0.33	-64.00	17	0.29167	0.00000
Bora	South America	0	3.45148	-2.17	-72.33	22	0.08333	0.00000
Camsá	South America	0	3.60444	1.17	-77.00	21	0.12500	0.00000
Carapana	South America	0	2.81291	0.83	-70.75	19	0.20833	0.00000
Carib (De'kwana)	South America	0	3.71933	5.50	-65.00	20	0.16667	0.00000
Cashibo	South America	0	3.69897	-8.50	-75.50	21	0.12500	0.00000
Chiquito	South America	0	3.76753	-17.50	-60.00	20	0.16667	0.00000
Chiriguano	South America	0	4.68997	-23.67	-64.33	22	0.08333	0.00000
Cholon	South America	0	1.69897	-8.00	-77.50	22	0.08333	0.00000
Dâw	South America	0	1.91908	-0.25	-67.08	22	0.08333	0.00000
Dení	South America	0	2.87506	-6.00	-67.00	22	0.08333	0.00000
Desano	South America	0	3.24551	0.83	-69.83	21	0.12500	0.00000
Embera	South America	0	4.37070	6.83	-77.17	19	0.20833	0.00000
Embera Chami	South America	0	4.04139	5.00	-76.00	22	0.08333	0.00000
Fulniô	South America	0	3.44529	-8.00	-37.50	19	0.20833	0.00000
Gavião	South America	0	2.67394	-10.67	-62.00	21	0.12500	0.00000
Goajiro	South America	0	5.48430	12.00	-72.00	20	0.16667	0.00000
Guajajara	South America	0	4.17609	-5.00	-46.00	20	0.16667	0.00000
Guató	South America	0	1.69897	-17.00	-58.00	22	0.08333	0.00000
Huitoto (Murui)	South America	0	3.46240	-1.00	-73.50	21	0.12500	0.00000
Iranxe	South America	0	2.28103	-13.00	-58.00	22	0.08333	0.00000
Itonama	South America	0	1.69897	-12.83	-64.33	19	0.20833	0.00000
Jabutí	South America	0	1.69897	-12.25	-62.25	22	0.08333	0.00000
Jamamadi	South America	0	2.29003	-7.50	-67.00	22	0.08333	0.00000
Javaé	South America	0	3.23045	-10.00	-50.33	21	0.12500	0.00000
Kariri	South America	0	1.69897	-10.00	-37.00	19	0.20833	0.00000
Kayapó	South America	0	3.60206	-9.00	-52.00	21	0.12500	0.00000
Koreguaje	South America	0	3.30103	1.00	-75.50	21	0.12500	0.00000
Lengua	South America	0	3.82640	-22.50	-59.00	19	0.20833	0.00000
Mocoví	South America	0	3.65562	-31.50	-62.00	20	0.16667	0.00000
Mosetén	South America	0	3.72558	-14.75	-67.83	19	0.20833	0.00000
Muinane	South America	0	2.17609	-1.00	-72.50	20	0.16667	0.00000
Muisca	South America	0	1.69897	5.00	-74.00	21	0.12500	0.00000
Parecis	South America	0	3.07918	-14.00	-57.00	22	0.08333	0.00000
Quechua (Huallaga)	South America	0	4.85998	-6.00	-76.00	16	0.33333	0.00000
Quechua (Tarma)	South America	0	4.77815	-11.42	-75.75	22	0.08333	0.00000
Rikbaktsa	South America	0	2.90309	-11.83	-57.50	21	0.12500	0.00000
Secoya	South America	0	2.63749	-0.33	-76.00	22	0.08333	0.00000
Sharanahua	South America	0	2.97772	-11.00	-70.00	21	0.12500	0.00000
Siona	South America	0	2.74036	0.33	-76.25	20	0.16667	0.00000
Tehuelche	South America	0	1.69897	-48.00	-68.00	22	0.08333	0.00000
Terena	South America	0	4.17609	-20.00	-56.00	22	0.08333	0.00000
Ticuna	South America	0	4.61278	-4.00	-70.50	22	0.08333	0.00000
Tiriyo	South America	0	3.06108	3.25	-55.75	13	0.45833	0.00000
Toba	South America	0	4.31505	-26.50	-59.00	19	0.20833	0.00000
Tsafiki	South America	0	3.36173	-1.00	-79.33	19	0.20833	0.00000
Tuyuca	South America	0	2.91116	0.50	-70.08	20	0.16667	0.00000
Urarina	South America	0	3.47712	-4.00	-75.00	22	0.08333	0.00000
Wai Wai	South America	0	3.30103	1.00	-59.00	21	0.12500	0.00000
Waunana	South America	0	3.77815	4.00	-77.00	20	0.16667	0.00000
Waurá	South America	0	2.38021	-12.50	-53.50	22	0.08333	0.00000
Yaminahua	South America	0	3.09482	-8.00	-73.00	20	0.16667	0.00000
Zaparo	South America	0	1.69897	-2.00	-76.33	20	0.16667	0.00000
